round,client,attack,seed,alpha,num_byzantine,raw_score,softmax_weight,update_norm
1,0,minmax,1,0.5,2,0.36407607793807983,0.0979192852973938,0.7142667770385742
1,1,minmax,1,0.5,2,0.3751370310783386,0.09900838136672974,0.7128218412399292
1,2,minmax,1,0.5,2,0.4359528422355652,0.10521651804447174,0.7290700674057007
1,3,minmax,1,0.5,2,0.31333792209625244,0.0930749773979187,0.7078238725662231
1,4,minmax,1,0.5,2,0.3686477541923523,0.09836797416210175,0.6945441961288452
1,5,minmax,1,0.5,2,0.38029444217681885,0.09952032566070557,0.7386861443519592
1,6,minmax,1,0.5,2,0.4686979055404663,0.1087188720703125,0.7406467199325562
1,7,minmax,1,0.5,2,0.4162619113922119,0.10316497832536697,0.7300897836685181
1,8,minmax,1,0.5,2,0.343031108379364,0.09588011354207993,0.684784471988678
1,9,minmax,1,0.5,2,0.37634992599487305,0.09912854433059692,0.7193026542663574
2,0,minmax,1,0.5,2,0.3140636086463928,0.0970793142914772,0.7093218564987183
2,1,minmax,1,0.5,2,0.3584161400794983,0.10148193687200546,0.721233606338501
2,2,minmax,1,0.5,2,0.37031471729278564,0.10269664227962494,0.7236558198928833
2,3,minmax,1,0.5,2,0.2947315573692322,0.09522059559822083,0.7312220931053162
2,4,minmax,1,0.5,2,0.37208545207977295,0.10287865251302719,0.7019152641296387
2,5,minmax,1,0.5,2,0.3429105281829834,0.09992053359746933,0.750859260559082
2,6,minmax,1,0.5,2,0.38609635829925537,0.10433021932840347,0.7159276008605957
2,7,minmax,1,0.5,2,0.3389996290206909,0.09953051805496216,0.7179359197616577
2,8,minmax,1,0.5,2,0.3217906951904297,0.09783235937356949,0.7231723070144653
2,9,minmax,1,0.5,2,0.3339502811431885,0.09902922064065933,0.7454291582107544
3,0,minmax,1,0.5,2,0.31817638874053955,0.09910182654857635,0.7054388523101807
3,1,minmax,1,0.5,2,0.3297688364982605,0.10025734454393387,0.6985814571380615
3,2,minmax,1,0.5,2,0.3636817932128906,0.103715680539608,0.6946708559989929
3,3,minmax,1,0.5,2,0.2943165898323059,0.09676526486873627,0.7206990718841553
3,4,minmax,1,0.5,2,0.3431358337402344,0.10160648077726364,0.6981534957885742
3,5,minmax,1,0.5,2,0.33366310596466064,0.10064853727817535,0.7336772680282593
3,6,minmax,1,0.5,2,0.3396863341331482,0.1012566015124321,0.6992055177688599
3,7,minmax,1,0.5,2,0.3295072913169861,0.1002311259508133,0.7086400389671326
3,8,minmax,1,0.5,2,0.30703234672546387,0.0980035662651062,0.6944946646690369
3,9,minmax,1,0.5,2,0.31120729446411133,0.09841357916593552,0.704241156578064
4,0,minmax,1,0.5,2,0.3030945062637329,0.09943472594022751,0.7090952396392822
4,1,minmax,1,0.5,2,0.30037128925323486,0.09916430711746216,0.6848388910293579
4,2,minmax,1,0.5,2,0.3490835428237915,0.10411441326141357,0.6811381578445435
4,3,minmax,1,0.5,2,0.26662927865982056,0.0958741307258606,0.6995038986206055
4,4,minmax,1,0.5,2,0.3024473190307617,0.09937039017677307,0.669262170791626
4,5,minmax,1,0.5,2,0.3390585780143738,0.10307588428258896,0.7150959968566895
4,6,minmax,1,0.5,2,0.32507264614105225,0.10164430737495422,0.6829942464828491
4,7,minmax,1,0.5,2,0.30649083852767944,0.09977301210165024,0.6849721074104309
4,8,minmax,1,0.5,2,0.2829447388648987,0.09745118767023087,0.6678462624549866
4,9,minmax,1,0.5,2,0.30973994731903076,0.10009770840406418,0.7045297026634216
5,0,minmax,1,0.5,2,0.3012058138847351,0.09986894577741623,0.6806609034538269
5,1,minmax,1,0.5,2,0.3345550298690796,0.10325565189123154,0.679090142250061
5,2,minmax,1,0.5,2,0.29971349239349365,0.09972001612186432,0.66764897108078
5,3,minmax,1,0.5,2,0.28665322065353394,0.09842611849308014,0.7010831832885742
5,4,minmax,1,0.5,2,0.2916894555091858,0.09892306476831436,0.6627666354179382
5,5,minmax,1,0.5,2,0.30389827489852905,0.10013819485902786,0.7020787596702576
5,6,minmax,1,0.5,2,0.30802351236343384,0.10055214166641235,0.669404923915863
5,7,minmax,1,0.5,2,0.29806429147720337,0.09955569356679916,0.6683467030525208
5,8,minmax,1,0.5,2,0.3128964900970459,0.10104332864284515,0.6488285660743713
